certid,label
06faf9fca8eeb198d42a377d457b175b12488d758cf9522dda440209ed9b9dc4,0
1edfae3546db970ed0e10410ba43e33f6003d07d3e79ad1b234bf4ab2986f258,0
06c9565e22f077a57cddd1747314d67804437ba73a83bb8afc9009d6bf5fa1c7,0
7922cf01ef31b5413bd8b5f34dd56ee027b05f3edb9f353b515b6c7be863b597,0
b5021293c37e17122b56d78af35a66beca0702f2178661ccca3b76b0d71303e9,0
75c118c25fb30e1a15332a6a7aa67a00a643449976731aabf9d0c5b5ac8059a3,0
747148b93fa3c9fda839ae9bbb80936968fa8a0879fe17a53f8a6f5a00865e47,0
51e146806c4a142fcb8ae18c8277232103b2036923f36ab16f9eb570bf63c322,0
8bc3081b74e38f5a88f564b669daf443400bc5d73ebc04343a25a9772d6e6139,0
47aa3cf13074d597379da32ea453341e8886a62f3d46d0c9054199c51435e6f8,0
47b2933cb1d04f2c08f49703ad4d9c37e80287bbc73b16b6db1de52f7bb8cd15,0
5f7cad4580b0e9f7966578a9f59d9631e7802e11096d22cedd969fe89efdd631,0
1e9ba8b358d6af40bd17a000371cb9a1582cb2946d7617f1abc4413c8e2111a6,0
c12d9d029e4faffce3991f173f63178e61581d159135b61037f6f18f4600195b,0
8cdd7de3aee7ec5d3cdc04f8a38143e1380d61c85c40197e28679fd4ae9135fa,0
5011663d22ea37925bdd34000e7733557f0b03be617b5c43be7964915b57c1aa,0
2842e24a5c73741f5a561f07c128f5daebfb0c74481fe296d05e8f3b17526640,0
2d428406a202aca7bb8fec3457f24f84d6e1b91128288009664acee8a9788fdd,0
13d2ab4e0697a6b40955f458380eaafb5fa3fbff05c181270e14e97ac0326bc5,0
fd9c3eded01fee702bab3197c4f8b6843c67d765d506784144c0fd787198ed47,0
5c8efc24e1a74c5390d93061aa726704c77d7d47a09387dd64ef5db0902744e9,0
e1f447aab81a0ca2efdf2f8347c9178e148c5792ed1a490f0f854910e7e0e166,0
34edb11423666deb77681622e04dcd4199287bf4bd66fa5ae7e1f1c549e50436,0
064659751e8fa708cd2f86cfe4481e81da8c6400576e295f0b8fbfed68369499,0
2f866e9820eb9f292acb3d8b4e38f8f23725fac9e9f1aecf7edc82006b6857a9,0
7f6b634a2d84144275f7102e14796e0cb530d93eea8eb033911c53b94ec165f6,0
a890591cd266e44b7a57b1df5ade362abfa4d6e7088706573a4360dc9fde3536,0
058dff25f64e2a30e29c2c4f9433223933ab8409523b4bab4b8ebcca341f4a93,0
4dbe356f15814f57666b900895c0e32ccbf22b0e4e9562d0e9e815e16d791abe,0
05061dcd3bbcb9fb6462a8f67649046dfed105b741940afac41f0a3f502d61d1,0
bc4519a182d1a9406641bd1b1022f133acc523fed8b146e553d8e16d532f4a5d,0
9fcf423c7cf13c42a0d8be93a22a290cd4808f03387293038f2229811f96914b,0
e14bf36b4ccb0232cc5848e0692163a5f6b8767f77031c745aea63a14be82b6a,0
706cd7cfa1e8ea74dc2e9d3d9155e9a36820d8ab6859b817d3222bc1f933213e,0
16ce9e26cf1e0e4c476e598bd901059e3d417ffb7d59786a587a659be38752bb,0
d33648766a85eb85a7ba2d990fbea6a241ef5d2c8b9048a662547ceb0b7166b9,0
59670136e587ed4b5993de27492567de6ee67a1b4285df32d1dc74ec8c4ff454,0
e9843de302061067b20f5c1a69ae5d288fc29122495cd3f0b6145f572ef61c0d,0
329db16079617e24d3f445bd9b8fd3d85f995d2229d4146dcd1ef42bf9fa66f8,0
1035a8fec50a4d560941c4560a2508a12c9c55ba1482bd0a9e721275678c3503,0
86708eb014fee0397059b8b70bffcdf2fe2fdb2cf278533f4f6326b56d5f6fb3,0
e6748966a337eab572f0dc5b3f37b630831db9f222be2d047b406803e3fde014,0
c3aa5adfba8faf7380e371cb8ff3b6eb11cf2c07e44cb772fe443e3fd937d58b,0
79e42bd7d0d7492b71c15893640359dd77d58269f5f0a3510a93ab84c8477524,0
04e90a84b7bcd289fd70e015525f5e2ea8a93fad5dd8a7a583a6585f03e3f408,0
2f5cb3df97eeafb6a814c686c779dca0a41bd954bb563358db24a268c7f6cf15,0
faba25ef1d70c70ceee611359a7c76f6fd4a219805559d78a5209ecd147092ca,0
6e4118c6b5835c2271ee59d434ba243150fbea3b77f76c59798cb0ac824ab4f5,0
bd3640e3cec035760bf8c1e7ec170c123a63042e36bf71b9d7d85e9b9f140f1b,0
69e9da5df02479d124c5ab022784ee2271948a995ff5375a2c7b3013b6115fef,0
af8dde33b8f576afbf969887accca46f4dff14af0e0d68d2bbc3bed66ae53388,0
920561ed8f990a25ac3fa999be62105c3b24ebf87510e25747f4e3656700739b,0
321880663d35fc959de4d19fddd9062228b2aef409eb44b46610942cd11cdb55,0
b48bc29700257aaf42ebd1351a9806c54491fa05c52e4b2fa412ed297469a7a1,0
6f145e0ddab123839b197d6fc718f926482314862223aa098b0a04972f7e07aa,0
e6bfd4bd8da33e903ba0e6ab3ad8555b6a760790a85b564fa587dd3b907104b6,0
ccc9d0ee0c561a6ea6d3a7c28e3cfb67d6bf34ba1e01ed226d983086cf22ac5d,0
85d1be7101fe26ea4907ccaf670c73126e81938e5bf04b4d0cf54f86e1a25013,0
9f6a631a5d3ed043f1ef1709ccd3e03e4c93db692cb44e8f51908bed56c1c152,0
54de5fe9a773c13117195a404ec41d0d34282ad3ddcd2ac89c40220ef81d7a80,0
8c3ef1efe3cd83f400f0ce543456e436ddade5cabec8afdd284d71d25dc00698,0
5698b0602f11db86c9715765fefac969d83c790aa31c04ba4d6dff03e33fc825,0
1169453b22ff75012772a70a01898fa3a5ae52f34492cb3cbf802c05182f430b,0
7b7e6429555c155ad950833bf7dce4d93e072590219eea208f82aebe4dafa59a,0
d81ee738afd235ba839034b1bc07721b230940740513dd71a740e9ee37207b1c,0
866d2bba8ba1e1517d7dfabe54c94d041ecac6f599f912456cc6a736a658983f,0
52e59922edd403499671397199d3629fc9c2e7e7db8bc3fb5fb7ef863ea3f284,0
00b81d58cc23e110cf31e790345f5b7305dc2f5b98518df0346659b12a647f95,0
7aaf57b4b241cf15b426ac8843d5947b774ffcdfd5d1e8a9078d80a00b44563f,0
2ad4cb215d6ba4f7a55d5a762dd86a86891319040f58b6b2a768605b5011d9bc,0
3724a197723d1792ad3416be869a0d6e4ab8fcd22c76406e72268d8279c7a87b,0
771ee2761d91b442d07ead667973dc8e9c7dad2bf81c17d25dc10105394675d1,0
abc847d1b14a3c13c3417195c0447b3d1d746bf232ff2f371ca6b01c860d75df,0
8a10f67018ac8c6a2b01471166e22b6ea7c1174e867c8557c37afa11929b8b13,0
b37ea9a06eff7ec0bdae888ec290fbcb6c78eb03334d5d36bd91ff15a4b12521,0
f497a112ced0b0cbc94beced88372f5e8ec9b5a6c71162789c38486462e43693,0
2c4e48743e01380e18d64fe8db23c44d6fcb8f40f4558c003e8b90324071608b,0
919d592b1589a36e06538ca087ae702b48aa3f9344914523e7e9ce39ddecd924,0
5d9b59952e48f807eb801a2e7f7286b1d233e9de099a1a87fba265af1dda4ca8,0
781b91c828e60caa04b4e1dace16cfc88f4b13a6411d90f821ac20203107435a,0
7a1980a465cb49f544ad3b901d7b3ee49a641165297548bcfe47c50f8db13049,0
a4dc1fd8e1cc00850464a7d72e07a06e03bf6497dc171d66ab8afc275a45abf9,0
0499df34a3e2c9489a5ab5d87d760e8f91c7ff7a162ff7db712b4081fc9d434c,0
56df24c3628dd29841efcb8ad455ba78116efa715f8b40a14301870a4f346a92,0
d9f65c320c7232a04648f99d3c3b99f487aa675f8be50c1f22522d5185c62a4e,0
69fcbf8fdc3817f31291fcf4dbacb814d8430f8bf88670e2905dac2dffa743e2,0
6125045ed7f69ba69214c9d4eecbb8c821a7ffd78b6ade9048b7fc2dce208fff,0
8bfcfa45ac3305d533e7b52e257e0727068bb00457f98d80aca9d89e446e013f,0
ef7e9228ad4d3ee3b8495beddb93fe4bcd6a93615b07be76ea85f9894f99fe8c,0
576b46425caed222b3a4bb2e93d5a6fcbd27884e089559c6aaeee6a268730b39,0
d4ddcfb2095d6d191f4c3624bf8d9453e5f88b4829cee410f8407bf154d5d69b,0
088c53d125f828a01eaaaa983234987c070b0a2df0a290af94be41a1c2a41f96,0
4097556b0f1920444de2974e4997366a32e35e3e66b1243b51133fe9bf9420bc,0
120ea59bb00dfbadcb92a7c3d1ff0294bf5f15a04819946ef7af8df780561034,0
628f7d605fc9c3579d048542b6b61898d7265fac3f3f9b92f29975718ea4b01a,0
f878230eded971ca3faa3f9623820ee262fbd8dc334ae60bcaca9dca07b54c4d,0
8acedcef10b419b5b1e96f0bf8355dbcb5b43c10e8674ad68b229742cb9ec3c7,0
cf4be33f0959d1a7b643635357bb72063d201fecd3c0e1f4cb2eb25a0f1f725c,0
b77f514df27f2eddd1b883d1707b73a4cdcbc5b708c01a0bfac325fbec64faef,0
6efd40b60ce8ec3cb60bd47cfc5387a95e942995ef45985484f696d99299aed4,0
ce30c4c37a54184178463c9abd2c822aec56d5904684fa7eee2d577ff12b96dc,0
181318e790dbc032ed4ccaa013d779180ab6ff9c15becf8aac5537b05206abf1,0
91fd553b236c7ec7154a13ae01f1095d7ace9179723adc275ef5ef05e073b446,0
98c6c76d8a0d27f8a56839ff23228d09b555fc042b77995f7aa329cb5e27f176,0
6542604dc222a1dc943e9da7fd314218875923c727ad0a430a7aa72646f7e0fc,0
a96c6958a7a10b374cbe8fffbb74df9ab3ab39012b734d608c4404375ac66a83,0
ee7aeb90ba679483b8c76bf1a3f74580907ae1911fddf8536d3a0db635e31cf7,0
7918d5f43b71210a78668f99ef503decfd87eb9ee2d0feb4dac2728bcb0ac01a,0
6fef087eb6d69add3aff23e72bc081a7a95d3eaad1a4f118adfa883a1fc02382,0
f9153277a48227fe45f21c7b4f327b7a94fc118392bc654f81d3ddd95d0b2777,0
c5d8039dd0adf425affb22223bb6b8e39b939ad0541876ced6a8b4501e723994,0
53f51cf1645ac3cbe869df5b67db75783a81dda9cae5eddc3c15dc57b0e5f041,0
edc91fe75ad939d639043c60f5751769fd1f38d80939192b8ac2e088bcb72de9,0
306ea54ef249895d7b97edb5a2dc342043632ed7c2edada097a9ea279f06b313,0
16a3c7b984e50f46bd0e87573ec77eef0c02fda388683f3ec6cc8e848be3ed51,0
83d8e657f7316366b76f93ba58d53ca2a9fb0865c655361ca71e14c03bbd1f57,0
34502eb2d248126dd98d08bd65be867e68c5be12ce4dface6dc31f5860aeb558,0
646600d4a69df1b722f1238c858b2a047558d7f72887782321fd0d25d2bb46a7,0
46d8fd43a12dc227709523055f9ded975b0a69504154be0bc4ba4ddec72a1bc9,0
38d09be389e975c9ec211cc0f2cd111d3cf3e0ee96c1839cfaa116578f178d71,0
f88ef5e12d28426143600cd459a853d5040eda1691ed15d273736c79c5b5cc74,0
9354a08251022a925596dff0af9dcfa5f751922b478b4a5f737b471eb207f7cd,0
ab93bd8880c051e5e6d984381f035c15294a33a9e25626440adde198b6ac9599,0
4915cb4a87f9edf469775185ee5866083fac00259cdb6e4d513fb93c3ff68453,0
bc39e15297f5de84159957ae49860c10b7d3b6430468909cef3da90a717953a0,0
678204d0c7602fb2e7a335ae12b5d768346580c51491f06b7b57d134e29df913,0
05a9ad09009da7ec7bb715cd4b595df8f8168b201adc1668fea99e5fcdc7a6fe,0
cb6270b8ff9b5bc96b2a17e8637a826395c93acd2c7e2f8c186e2c081531b921,0
a808efe16e91d92833b8b9af9ad94ffce677e139b7593d6d7a2c852281de07ca,0
2619547d2121a0261979a92a2a1dbc2701a2843dc3e17d8bce3996e58d9b7294,0
19aa3906ee3a6562a89f4f9175ea8e8c2af2174a9e067806e5569a04b86cacbc,0
ad13fa5caf45fdfc21569e0d45e73ccc4057e33ddb4a2d5ef3ac4f35154fb74e,0
e4e3d0553c32ad3fa1ba59635697cd89c86869a1288252b0ab72d65a4072d554,0
b84c8c3a8d160e2a4ceb03ded0d168ebe8af4dff3dc8a1fdefdf53b36a8df49c,0
45b098c660b0f87bda86624d2af4f323603502cfb846aa5c3c3292fc0484459a,0
4168ab81252a8810950e34f7d7618e3f5b06a8efe7326ffe01e90266af4fe1c4,0
ba9056bebe44b9282b79b2d302aefe18ee0fb0537a45b02fa629b303f56bad84,0
49aadf1fb2e257e67579d46c8e20172eda3784f7286d0d2bb04c6820b094858e,0
338d8d0ba03455178339cb7fefad3b14e5c07b5815dfed06155d3b416a8a72c0,0
e200e9fe44e35f2c05dccffc288c2e85fe70a46bcb66a5e99c76e6694fed4e59,0
35ef6cc3c4450510e41a560c972a690e1a6bd942d107196e46bb4e7f7a61f91d,0
1e6bc123b0335c4c969849f099762965c5270852f2f29797c74c5a916952fe36,0
ca61500bf891f3b02f0df2100d948d3d67ccffd5c71331a2efffc7f113a2155d,0
0194cf4bc348736fb749913b89200a5d755ad081802ca7e85e0c53fdf441456c,0
f42cd265013e920179949c27b55683f8fc9f80dafb5e41d7462ad287d5150cae,0
1120b7215d452882d91584339eb6cd58ed492a1753ceecada72ca72219329b3c,0
07a87f68b74ceefe993de17cc504192bd98a148c8681e25f8cd6f73d5e124297,0
9a5771a7d84515c9e434535737ad862e6ce14c044af71a954eb2760cafb64dfb,0
b4832e287cc84270609c25c4fdc71733434be3c08c46cf624f045174c7e76c92,0
7fb7387ca30ff2963b762e8064735e22c28cf43a2bfa7936ef09172a877e39cd,0
b76c8a88d9cb73660b22435eada23dd1a7c993aae4d6c9d2377ed4bb387bf7ad,0
b92c1ea80acfd4ae9e8c4f09cedec1d213d17341f3a2083a9236a3c6c05100a0,0
23a5562a769e86f16e7b45937f6cb13c9afe7b52aa9df174d6ac6725d642e317,0
e1d9b017531aea6e67d2914a6075d9786f26847ec0dacd4cf6e891be7fbb6efc,0
fb4fe3b703b1f80b804b1b3e4190e392b4c1930728b9be3e12a247a3941e29ff,0
96a9f51f76cf095f5edb7cc923d71439a88f60406bdb7b6b681067a7d2f8fbab,0
2ca0a4d8a60bf2ace848bf03b8beb76644d812025924e93d0a5fd0d28e4f514c,0
ba3b82b29ef5100f7ffed02ad4d5bbd0273caca2df2535e12b28b27c17d15d03,0
670c2f76689d9c00d4ffdd5a0f4a4c537cc58e7d9cca62cbecb514636bf04bf2,0
71152e7730a6c157694f4d69236fa497644f9ca45f1348a0bbe5ac808edf7454,0
d077fd25803c2811ee28aca3e9eaee5598d20d03c375bc70343ea1cd357a8ae3,0
d07bf00444502bb1c037eb0af7c0676070dda607141e90d93918edadc7ffb856,0
3f7573d9455276a1b8e807abf30cf06e79b2d29e8647c7758b80356818de9eba,0
9f02232e389503b564c5184392f3f98db7bbf32197a39ca858f5a8b4f05060b3,0
b808adb30a3d3b8ef6f8b1968fb3d1f0780e56e96957b9585f1c6d2c201cc945,0
4a2ac4b1ff67f947ca51a99277f5141bdd3626e585aecc5f013473ec3cdb8e44,0
bb2b8546838a0c5f0cb1e26417c8c07ac8c1e4b623e18f61f8cbf5d41d76207e,0
5497a37b0753c0919b6b06bb839731437a3aec89c681a50d8ed78a3c77285e58,0
f2ae11c2ac83019127e9ce2def7d35cc99d810024276565f1ea158bacf3f93f5,0
eb4649535784a8bb67227f48fe0c1ca6b5c8abca641ef88e010ca9d077516203,0
a8240dd44256dc344820b9fd2fea0617e275ab2ac863785e37a65fb2e9102371,0
b3149d007b59b01619ef5b6cd306185fb3f83249cf6ba66c26b238b194f11b9d,0
93eaf8700300bd01bf0d957f01e5638e7fff9058df51ccc8e44395e4ce9b7b56,0
7cdd91147d0862b81ab95db9715938875cfeda1b3a8d776fe3f53889cf4407fb,0
f693cdbe825d41d635e7b359ac88700faf3e069d2cb1ef818c2b4dfc44f78355,0
8d14ad405733b14987e8947a643febeaf14983dc32c08fda5dc90e2a397d0a2a,0
80c2c59774ff29183c86eb52e7e88ed933501f2e4eee74a43098b2c3ea682226,0
29795ff9160e7ce3a3e05fd41fd0131e5d39784bd78ff905e4b3a91ecee2556b,0
549fd85ae0c54d0200126e8ce8625deca657f7a55db200429e0297e0eaf09a06,0
a4cbefc0e2b56e36a5223aaf56e37004ff332c78033f69adec6566156089e947,0
46dcbf3b08051bffd9c2ea8347a4fbfb4086b174582990c0b2b1c38cd834743e,0
e40f8e4198f5e7e239052154baab5c13f087568012e0fe34f454951ac48bc235,0
b3dceb27c82481f510d63d4f760932c7c93499c07647e61ba22df35d1ac343fa,0
ef9301f6deeedd97ec45be29262dfcf726f256dda1e3315be75e5f0add8b20ac,0
b4bf86bd68a4d51b8d4f792187254b4c3c7068bb34fb2de0182a285091178182,0
779cab741aba1c9a3da8e744130a7c2fcf76fb89208ff1e46d4fb1a6f5efd8a0,0
01b02d9199d4efeb21337d436d14412e1e816d8cc05513d397163f300fdf5df7,0
349461e04e67f4450f93bb885ff9288fad18ffad055d78fc8a9792ad2765086e,0
de86592ab7e15627f751c493700883e0532d763414ab00a70b2a063077e5317e,0
a52416cfda267f85dff2b595d96feae5903b3ca770d9ff734480068e82bb4252,0
d6ac420eef1d1a5b2b2904a92f866f2bcc416573cee3f1fd7353c89594d5a433,0
26fd35e9a1edd99ce91094cb16b53c73ca4c91d9225a89c89b7198d8508dcfe4,0
45f2a2304837750fdea88bc2f6e118caabec616cc6236d9f063fd932110cf666,0
321853e50b3cb9d64f53065e234874656f64789e7ffc209cb31e8113926c7b0b,0
08e2e2f57ee3cf3271a7fbe8465a6c2e9747ffc4bc0df23c2a3d1f29c6b5c172,0
546d14c133c31f71b8808faa8a5e0940737a5715160801cd75d4ba3a9c18519a,0
831b90d47e1a7814c5dbdc2feb896cdd5d5e326f8f8fa6579b7bb4e2253b9b16,0
99f18c2dd46cffe3cef855a3b36284a73466ba09c34f25c605ea30380df76eae,0
6e206abd09456d253db3678e260ae700742b126359eb37e6979bd51042a00585,0
65e7c7236c383037483919ddf1e9087abd6692fe678a235b92836d3231e77a85,0
1e447ee4764d673692c9912ec8b2bb489a403f920ffefe335aad5850abb8af01,0
8e0291fe06d244ca9c3bfa42d93507bbbe5914f839401097b78e9674cd698cf7,0
d24b0497362e908d6668e3c3f50d00f84958edfeb89d07ee7b9a16f60e489a08,0
eebe57a7a3d9be32e7de4de9e64789209fa7eb7d6d4ea72e76fc26d0f3ff33b6,0
bb942b35ddb342c05e0a9bb72ff20e1666141dc994e17c886d3f2af7deb64833,0
9fdfcd526f9cfd57ddea2b6b3047d36d13daefca4aa097c2dd639e523806af9a,0
040ad2bd5f3ad7220b0e08e67d019d5be9de5ae1b957b7afccb4b518e460263a,0
37457809801170d6fc1a8c790bb484b1efaa829e36fd572b90f8f7c0c83fefc8,0
f6395864adf5cb3b3957378752c8f9bd1796dada1061d1ab66730de71c703593,0
8ed5f096670ca18c17a55c17d59e9453db48d12059ba09b421c42235b0ae47be,0
d066b000ceb422ae85285616a61121e9c495d47bea21fcdab32aaaa32034e6b3,0
a6c75315d20654d04542b2203326396dae7b24b6bcd8cda6305b5778f670609f,0
d9f1e215da24a981101f523226416460b5e2f11cc909519833dc486d473106d5,0
078013d1138e78cf18d809394cb63b70c3ac8a0ac0259b1b27d9a44d460805ba,0
7a6200d4033b03127af4a2fdefe0c97f6e61cdaa3a787169060c61a6396e6e7c,0
be5ee4d871e165f570a78ac12e5e50a79e4290c19cce73c5c6718646d29b0fef,0
59da31c1d506bccaa73746e7503c990cbe2f027f6dc9698c4174e501b3cc7d58,0
ad6e6b2e9653d1c63b0bcc9e24ed7df1e9fafd16a995d996b08cecee16a8a1e2,0
d21051f3489025ecded3fd3f6fbb3744104e5f89f32e5fc9ccd05a5476f34401,0
9e31e38f7345f45ef0fd7a3264fce4bfa1684a22c95806abee86d9d902d9f8be,0
5e7c12ff57ea7f7acdd4889e87022c54e10f0d5b000820e04d4bd96c0528cc73,0
0ca3a52384b47dbe52b2af1dd1b58f09ce1d37431f1cfdcd58383fe22c061313,0
3881a54278dbc0f3c27389e9887cb9f69ef6fb36d287045c5f1036febd5a4c71,0
1e109545da1528deb7be53be7a42dc6e08445ff19654ba02e733e772bc595d7b,0
287b2bbae96e721ae9b0f6e0b9d4ee01a6bcc860a16fbd7135045be3fc77fb66,0
d9373b84c37187a9a5f8ae5f08ee9263a4a36163856431df4c0f06704b2a9e6c,0
2eefe7dfb8d0ee4b46eec83663204972ee9f93907925883122d381f27458eb83,0
c09fe46755220efeff15e459eed4fac914dc4153360cc6b4d64d7ef37ae7a78f,0
df9643ec37660f58acb2d2e39de644c79094632f883e373e0cd7fb884f8a140d,0
d9cd3e30802f93cd9f1dff76a2937be17769cefb755ec49a293bace56ea23bdd,0
7b5f0ae284c609af1beb4d8a5f128023b694553bac657b99dcec166530d11c1d,0
c8f41426bd2f258b999ad9d4c58b4ddbad3145761e6feb74a8d27f6441dc3958,0
5639c5168b063b2b2c16cb22e29cbe1eb6b96ed464a38adc29b82e6fa2bf4766,0
19818e1a8e48e1a44203bc3b4d4c5cb45fc248139703c58d13415c42f36c67b9,0
36f6b9b72ffa2e21a2b12a89958c11d21ef339d6b8cb4c103b9e303dac52f507,0
c9ac290cda1c33cfc1a20cb6568bed8ba1345401ffa34c0189dcae8c2df2fa72,0
947550263ff45159cc92a006d112dcde02e30c4154a7e47a459e4e5673b9a589,0
49bf232acecc02b373791ca89b154cf04070ac2c5f4585b132d46f38cc9a170b,0
c43c716887f80c2c102da60356faf996c41a53e050382fbef3ef19383f0cfa4d,0
6ed5b04386b1a4702f8d31d3ed32ff56754f6c62e3f00e21fff667a1cf60bf1f,0
ed29794787481a56c735cf7ddb402362c486278810ad510114799533808b81de,0
73bad2687b4acc75d1a1bbfe31a53f25362c95e2eed5bb8d81f7c882ee45a243,0
6a2c28aa9f6202308d6638ab3ff13b82b923190760a2bfce3b14c293f2da4817,0
663a83b1be55459a4741e0d7c846ea7ca9a66e805a152f3636b175844e0f995f,0
3318f93ebcff8ce4ab81923cfefd7926ef96d0ec1a73bd5c36ae7c9af7b3ac96,0
ad74848db459dad7d1700e3b43967925c0b18cba845f7b177403746266239d21,0
888262692e0b8183b229271379c6eee2d9d526063c5d848c1c23b7404d6e8ba0,0
71c4097517da7516d48ee17a765f24c443acccf07a0522e387b8ebe26d6d2c3b,0
fcd0b43caca1295249e332393867cae3e60f5f90f1a97911bf55cd21896ba2a0,0
799a7b05a6e100846bcd00493f687ab30895a4ad8952a5cc86c454a177d57786,0
5f41c63ba7f317d12993a7f9676283e1bb5e04b110d1bf13b0f328761a80a523,0
4264078055f1753153a50c77bc6b6c63dbddadb70cc713509cf46a246662c862,0
ae0e7516da1e4de5ee0c91d2e565f3b391cb6908828325cf3ba7d3c83362fb04,0
ddd935cdf4b5be4120bfc1664b46c302f31b3a344e57a61d22f0f0ecbffda5b2,0
64cdc6a590336d21d618a7d4ab0e4e3e354595f4d316a9ee1185e45e4a0aa10d,0
